created_at,full_text,sntiment,location,id
2020-03-28 23:22:39+00:00,#اعزل_نفسك https://t.co/tPOvmm9gTD,S,Riyadh,1244042248788025300
2020-03-25 15:57:02+00:00,"تأملوها
بعد التوكل على الله
استشعارنا بالمسؤولية ايا كان موقعنا سيسهم بإذن الله في مكافحة  #فيروس_كورونا_المستجدّ
#فزعة_للكويت 
#خليك_في_البيت 
#حظر_التجول_بالكويت 
مو بس #نبيها_صفر
#نبيها_خالية

#viruscorona_Pandemic 
#viruscorona_zero_Kuwait
#viruscorona_free_kuwait",C,الكويت,1242842939035996200
2020-03-14 18:34:50+00:00,"شاهد خروج تظاهرة نسائية ضد الحوثيين اليوم وسط صنعاء (صورة)
https://t.co/PeakMrc7Vg

#انثبروا_ببيوتكم 
#وينك_فيه_الان_اثبت 
#يوسف_في_مالم_تر https://t.co/rcfa1Bt6Z1",C,اليمن,1238896383891038200
2020-03-15 00:07:53+00:00,"سيطلق التاريخ على الذين عاشوا في العام 2020 ( المخضرمين )

#كلنا_في_البيت_لاجل_السعوديه
#قاعد_بالبيت
#فعاليات_الحجر_المنزلي
#انثبروا_ببيوتكم 
#العمل_عن_بعد",T,الرياض 🇸🇦,1.23898E+18
2020-04-03 06:32:23+00:00,"تقديم وقت بدء #منع_التجول في مدينة #الدمام ومحافظتي #الطائف و #القطيف إلى الساعة الثالثة عصراً اعتباراً من اليوم الجمعة.

#وزارة_الداخلية
#فيروس_كورونا 🦠",W,المملكة العربية السعودية,1245962332338970600
2020-04-02 11:24:43+00:00,"#اعزل_نفسك لننقذ المُجتمع
#نتفرق_لصحتنا 
 #منع_التجول_الكلي https://t.co/fgrS2O0sfH",S,حفر الباطن,1245673511726825500
2020-03-14 22:57:21+00:00,أولياء الأمور الكرام : حكومتنا الرشيدة بذلت كل الجهود للحفاظ على سلامتكم وسلامة أبنائكم من فايروس #كوفيد_19 ،، لذلك #كلنا_في_البيت_لاجل_السعوديه حفظ الله السعودية وقادتها وشعبها والمقيمين فيها ومقدساتها من كل سوء🕊🍃#الملف_الإعلامي_بوزارة_التعليم_١٤٤١ #تعليم_الطائف https://t.co/r1gasQjzKi,P,الطائف,1238962450025853000
2020-03-14 19:05:42+00:00,"#خلك_بالبيت 

#خلك_بالبيت_تحمي_الكويت https://t.co/92Cj6wySLI",S,Instagram : @a_alshizawi,1238904153126117400
2020-03-24 08:17:42+00:00,"اترك مسافة لخير الكل ، تباعدنا له أثر كبير بالحفاظ على مجتمعاتنا آمنة وصحية. 💜حتى في تباعدنا نقدر نكون يد واحدة ونتجاوز كل شيء صعب.
.

A small distance today helps build a safer tomorrow for our loved ones 💜 A little separation goes a long way!
#خليك_في_البيت #نبيها_صفر https://t.co/fd9D1TvTf3",C,Kuwait,1242364956160426000
2020-03-15 16:20:20+00:00,"مثال بسيط جداً على اهتمام حكومة #خادم_الحرمين_الشريفين
الملك #سلمان_بن_عبدالعزيز بزوار #الحرمين_الشريفين فلا يزايد أحد على #السعودية ويتهمها بالإهمال أو التقصير ويدسّ السمّ في العسل #اغلاق_الصالونات #قاعد_بالبيت #انثبروا_ببيوتكم #وزارة_الصحة #اجلس_بالبيت #كوفيد_19 #ملتزمون_ياوطن https://t.co/ye0vcBV18u",P,"الطائف, السعودية العظمى",1239224926135091200
2020-03-30 13:46:42+00:00,شرطة #الجوف : القبض على مجموعة من الأشخاص خالفوا أمر #منع_التجول بالتصوير واللامبالاة https://t.co/heDIu49PfB,W,"جدة, المملكة العربية السعودية",1244622077983895600
2020-03-14 18:56:29+00:00,"ونسألك اللهم أن ترعى برعايتك وتولي عنايتك بلادنا #عُمان وأن تحفظ سائر بلاد المسلمين وأن تمنح السلام والوئام لكل شعوب العالم لي ليعيشوا في أمن ودعة من فضلك إنك سميع مجيب 🙏🏻🌿
#أعز_الرجال_وأنقاهم
#قابوس_بن_سعيد
#اجلس_بالبيت
#كوفيد_19 https://t.co/QDnVXsHMQA",S,,1238901832740671500
2020-03-29 19:30:44+00:00,#اعزل_نفسك https://t.co/77MAUoEgdq,S,,1244346269633577000
2020-03-29 18:13:04+00:00,"#اعزل_نفسكhttps://t.co/YDTITRFIGt
يمكنكم طلب العرض عن طريق الموقع أو اي منتجات أخرى",S,"الخبر, المملكة العربية السعودي",1244326723518378000
2020-03-26 18:03:55+00:00,"شاهد: مواطن يكسر قرار #منع_التجول .. وإجراء “فوري” تجاهه

 https://t.co/d9HCQ6Dy2E https://t.co/wxWUHL7232",S,Kingdom of Saudi Arabia,1243237258628665300
2020-03-28 22:41:03+00:00,"#اعزل_نفسك

اعتزل دوماً وكن في معزلِ 
غُمّة  لابد .. يوماً .. تنجلي

ذاك فيروس خبيث فافتهم 
وانتصح يا صاحبي لاتُهمِلِ  

شعر  #صناجة_العرب ⚔️",T,,1244031776755986400
2020-03-14 18:09:39+00:00,"#قاعد_بالبيت
#انثبروا_ببيوتكم #قاعد_بالبيت_من_أجل_الكويت #عشان_الكويت_خلوكم_في_البيت https://t.co/6Xh1o2k202",S,,1238890046574538800
2020-03-28 23:41:11+00:00,"#اعزل_نفسك

 من بين زحام وثقل الأنفس ، ستجد ان لذة الحياة وراحة البال في خفة الشعور ، في تهذيب الذات وتعويدها على الصبر، بإقناعها ان الإسراف في الحلطمة يزيد الأمر سوء ، وان ثلاثة أرباع صفاء الذهن في تخفيف الوطء ، ان الإعراض عنه وعدم الحديث فيه هو ما يحافظ على إتزانك وثباتك https://t.co/JcldBna4Dk",S,,1244046909230252000
2020-03-14 14:36:44+00:00,#باقي_المولات #انثبروا_ببيوتكم https://t.co/5EGXL6ffcy,S,﮼سكاكا ﮼الجوف,1238836467213926400
2020-03-14 19:42:30+00:00,"#كلنا_في_البيت_لاجل_السعوديه
 قولو اآمين....🤲🏻🇸🇦💚 https://t.co/Be3RpSihMJ",T,,1238913413855752200
2020-03-14 17:22:22+00:00,#كلنا_في_البيت_لاجل_السعوديه الله يحفظ مملكتنا وولاة أمرنا ويديم علينا نعمة الأمن والأمان ويبعد عنا وعن جميع المسلمين المرض ...ماراح نخسر  شي لو جلسنا في بيوتنا هذا الشيء في صالح الجميع ولازم  نكون عون لدولتنا وولاة أمرنا ...🇸🇦💚🇸🇦💚 https://t.co/hXH2ROh0XG,P,المملكة العربية السعودية,1238878149544378400
2020-03-15 00:21:25+00:00,"الوحدة الروحية للشعب الكويتي ..تعيد تشكيل نفسها بشكل جميل في كل أزمة.

#انثبروا_ببيوتكم 
#عشان_الكويت_خلوكم_في_البيت 
#لسلامتك_انثبر_بالبيت 
#الحجر_المنزلي 
#",S,حيث قبر أمي,1238983604191051800
2020-04-04 13:03:26+00:00,"#عاجل_السعودية
متحدث #وزارة_الداخلية: السماح لسكان الأحياء التي شملها #منع_التجول بالخروج للاحتياجات الضرورية الصحية والتموينية.
#كلنا_مسؤول https://t.co/8TcRkzJNfi",W,Kingdom of Saudi Arabia,1246423132694556700
2020-03-14 15:57:02+00:00,"""نحنُ بحاجة إلي إمداداتٍ لا مُتناهية من الطمأنينة.""

 #انثبروا_ببيوتكم https://t.co/OLsrm6q5P5",T,"الرياض, المملكة العربية السعودية",1238856674854699000
2020-03-14 17:50:20+00:00,الله يكفينا الشر 💔 #انثبروا_ببيوتكم,T,المملكة العربية السعودية,1238885188408672300
2020-03-27 13:23:09+00:00,"محافظ #خميس_مشيط يتفقد بعض من أحياء المحافظة ومركز #تندحة ويزور القطاعات الأمنية في نقاط #منع_التجول. لتنفيذ قرار المنع لليوم الرابع في #محافظه_خميس_مشيط
@Alroeyah1 https://t.co/24TsIrdaE9",W,المملكة العربية السعودية,1243528988003369000
2020-03-14 15:35:44+00:00,"ماحدث في عدة دول وأهمها ايطاليا هو بسبب التهاون وعدم اخذ الاجراءات بمحمل الجد، لا نرغب أن نصل لمستوى خطير جداً، لذا علينا الوقاية والاهتمام بأبناءنا، #اجلس_بالبيت أفضل بكثير من الخوف والهلع بعد اصابتك او اصابة أحد أقاربك بالمرض، ""درهم وقاية خير من قنطار علاج"". https://t.co/z1WIVMFUDx",C,Oman,1238851313896771600
2020-04-04 18:28:36+00:00,"#فيديو | ضمن جهودها للتصدي لفيروس #كورونا الجديد.. تكثّف #بلدية_الفوارة أعمال تطهير الشوارع والأرصفة في فترة #منع_التجول.

#البلديات_تكافح_كورونا
#وزارة_الشؤون_البلدية_والقروية https://t.co/V16W9r5ywm",W,,1246504960596074500
2020-03-15 02:40:28+00:00,"#اغلاق_الصالونات #المرحلة_الابتدائية #انثبروا_ببيوتكم #كورونا 

اصبحنا واصبح الملك لله ولا اله الا الله ✨♥️",S,المملكة العربية السعودية,1239018597483262000
2020-03-28 06:33:16+00:00,"العمل التطوعي من الأمور التي تعبر عن تميز المجتمع وسلامته وبنائه على أسس صحيحة ، وهو من الأشياء التي لابد من نشر ثقافتها والوعي بها لأنها في النهاية عنوان للمجتمع السليم وسلامة أفراده #التطوع_حياة

وقف #ديوانية_ال_حسين_التاريخية الخيري 
#كلنا_مسؤول 
#منع_التجول 
#كلنا_عطاء",T,الرياض,1243788225904365600
2020-04-04 12:58:06+00:00,"#عاجل
.
.
#الداخلية: #منع_التجول في عدد من الأحياء السكنية في #جدة على مدار اليوم، والجهات الأمنية مستمرة في تطبيق التدابير الاحترازية. 
#كلنا_مسؤول https://t.co/wkYKO4muWD",W,Saudi Arabia,1246421789925916700
2020-03-29 20:17:45+00:00,"انتهز الفرصة الان👌
#دبلوم #المدرب_الدولي #المعتمد TOT👩‍🎓 

باقوي #الأعتمادات📑 و #الشهادات📜 المهنية  🌍 ✅
 
  📌#خصم خاص للتسجيل الان و لفترة محدودة ✅

احجز مقعدك الان 👇
https://t.co/Tmuas91Ry1
للتواصل عبر #الواتساب👇
https://t.co/QRX88v29Rm

#اعزل_نفسك
#دورات_عن_بعد https://t.co/ZuNHQamDBD",C,Oman,1244358101119250400
2020-03-29 02:19:19+00:00,#اعزل_نفسك https://t.co/AkJ7JTYjZ3,S,,1244086705843560400
2020-03-29 04:29:28+00:00,"#اعزل_نفسك

"" اللهمُ‌ لطف‌ الحياة بعيداً عن ‌إلذبول
اللهمُ ‌الراحه التي ‌تجعلُ‌ قلوبنا هادئة ☁️🌸🌾.""",T,,1244119459524198400
2020-03-29 11:21:37+00:00,"علاج الكورونا الحلتيت والمره
 #اعزل_نفسك",S,الرياض حي المونسية,1244223179670855700
2020-03-28 22:19:53+00:00,"#بيشة تلتزم بتطبيق قرار ""#منع_التجول"" لليوم السادس • صحيفة الرؤية الدولية https://t.co/YFtYycJo4n",W,المملكة العربية السعودية,1244026451600572400
2020-03-14 19:38:16+00:00,#اجلس_بالبيت https://t.co/1fMizCN0xR,C,Oman,1238912350142566400
2020-03-14 13:58:34+00:00,"#انثبروا_ببيوتكم
تكفون اقعدوا صدق الحالات ما تزيد الا معناته الناس طالعين بره بيوتهم..خلنا نكمل هالترم وتعدي هالفترة ع خير. https://t.co/IqJv4MLc21",P,حيثُ كان يريدني أبي ❤️,1238826861066666000
2020-04-04 16:24:56+00:00,"إذا نمت متأخر🥺
والصباح تذكرت انهم يقولون عنا #أبطال_الصحة
ورحت للدوام
🤣🤣🤣
#كورونا #اكثر_شي_سويته_بالحجر_المنزلي https://t.co/GSYQ4dT3fD",S,في زحامٍ من النِعم..ولله الحمد,1246473840907169800
2020-03-29 03:22:31+00:00,"#غرب_الرياض
بعيداً عن سلبيات فايروس الكورونا  هناك ايجابيات اضيفت لحياتنا👇🏼
- مأكولات منزلية  شهية ومتنوعة اعدت بحب ❤ 
- الأبناءتحت عناية الوالدين ؛ و جلسات عائلية فيها الحوارات الجميلةوالحب والود  ❤
- الرجال والآباءاستقروافي بيوتهم وعوضواأسرهم عن غيابهم
#راقت_لي 
#اعزل_نفسك",P,💕الرياااض♥وتحديدا.بقلب امي💕,1244102611076354000
2020-03-23 11:16:33+00:00,"#نبيها_صفر  #حظر_التجول_في_السعودية  #حظر_التجوال_21يوم  #اجلس_في_بيتك #اجلس_في_بيتك_تحمي_اهلك 
قدها ياوطن وربي يعين الاجهزة الامنية والصحية والخدمية ويكتب أجرهم https://t.co/DRbiQuiOFf",P,"الجبيل, المملكة العربية السعودية",1242047577459167200
2020-04-10 22:29:42+00:00,"#كورونا #حضر_التجول
رجل أمن يؤدي الصلاة خلال متابعة تطبيق أمر #منع_التجول في #القصيم . https://t.co/0kGczJ8rK2",W,القصيم,1248739963333640200
2020-03-31 17:45:12+00:00,"كمامتك بيتك..فالزمه../🌿

افضل انواع الكمامات
#تصميمي 
 
#كورونا_الجديد #اعزل_نفسك #خلفيات #تصاميم #رمزيات #شطر #صور #صوره 
#محمد_بن_سلمان #وزاره_الداخليه #شعر #سناب #سنابي #اضافه #عاجل #كورونا
#الواتساب #محمد_بن_سلمان_بن_عبدالعزيز https://t.co/9KMnphdUgA",S,,1245044490362118100
2020-03-14 22:04:44+00:00,#انثبروا_ببيوتكم #الكويت_تتصدى_لكورونا #الكويت_تحارب_كورونا #الكويت https://t.co/QUnDijZkuR,C,Kuwait,1238949210151624700
2020-03-28 23:34:56+00:00,"#اعزل_نفسك

""في اللحظة التي عثرت فيها على جميع الأجوبة، 
كل الأسئلة قد تغيرت""

-باولوكويلو-",S,,1244045339436384300
2020-04-01 19:02:16+00:00,"يبذل #رجال_الأمن بكافة القطاعات بمدينة #حائل ومنهم مركز تدريب الأمن العام بالمنطقة جهودا إستثنائية لتنفيذ أمر #منع_التجول للمحافظة على على صحة وسلامة المواطنين والمقيمين من خلال زيادة الإجراءات الاحترازية للحد من انتشار #فيروس_كورونا.
-
#كلنا_مسؤول 
#خليك_في_البيت https://t.co/upxKkDeQnH",W,Kingdom of Saudi Arabia,1245426272643285000
2020-04-01 09:41:57+00:00,"الحدود الشمالية.. تحديد هويات 5 مخالفين لأمر منع التجول بالمنطقة

https://t.co/CQIQzx0iTM

#منع_التجول",W,,1245285260780241000
2020-03-14 21:24:15+00:00,"منوعات 🦧
تعال اضحك وانبسط
https://t.co/68O1SuFS6z
- تلقرام - تلجرام - تليقرام - تليجرام - 
- تيليقرام - تيليجرام - قنوات  
#كلنا_في_البيت_لاجل_السعوديه
#تعليق_عمل_البنوك
#وزارة_الصحة
#ايقاف_الدوري
#الحجر_المنزلي
#إيطاليا
#كورونا  #الصين  #Abdu #6lal",S,,1238939019062456300
2020-03-15 04:41:30+00:00,"#شكراً_أبطال_الصحة #عُمان 
#صباح_الخير 
#تعليق_الدراسة_عمان 
#كورونا 
#كوفيد_19 
#خليك_بالبيت 
#اجلس_بالبيت 
#قروب_سما_عمان https://t.co/Z4Bg9rShW2",C,OMAN❤Muscat,1239049059526160400
2020-04-11 14:37:15+00:00,"أقول : أريد آمَلاً
وقد نسيت قول ربي
[إن مع العسر يسرآ]

لا إله إلا أنت سبحآنك إني كنت من الظالمين

آللـہُمَ️ إني ظلمت نفسي ظلما كثيرا فاغفر لي فإنه لٱ يغفر الذنوب إلا انت انك انت الغفور الرحيم #الحجر_المنزلي_واجب_وطني",T,,1248983455591026700
2020-04-02 06:24:16+00:00,"لمن يود الالتحاق ببرنامج حافز البحث عن عمل ،او صعوبه الحصول على عمل .
 اقوم بالتسجيل والتحديث المنتظم ومتابعه الاهليه والتعامل مع الكل بسريه تامه 
#حافز_الأهليه 
#حافز #حساب_المواطن #حافز #اعزل_نفسك #حظر_التجول_الكامل #صباح_الخيرᅠ #طاقات_يوقف_مستفيدين_حافز",S,,1245597900463194000
2020-03-28 17:28:05+00:00,"#صلاة_الجماعة في المنزل مع #حظر_التجول و #العزل_المنزلي #العزل_الصحي
#منع_التجول
#منع_الدخول_للسعودية
#حظر_التجول_في_السعودية https://t.co/rzg2ZpXNdd",S,ساحل الخليج العربي,1243953016480374800
2020-03-14 21:18:30+00:00,"تعويرة الوش .. مفيهاش معليش ..

#انثبروا_ببيوتكم",S,"جدة, المملكة العربية السعودية",1238937572480614400
2020-03-14 19:33:44+00:00,"اعتقد آن الاوان أن نلتفت للداخل على كل الاصعدة والمستويات حكومة وشعب
مؤسسات وافراد
_بناء على العلم ان اي مخلوق لا يتاقلم ولا يكون مرناً سينقرض وكذلك الشعوب والأمم.
_أن من يعتمد على غيره في اموره الحياتية والمعيشية مهدد في اي لحظة.
#اجلس_بالبيت",C,"البريمي, سلطنة عمان",1238911206309736400
2020-03-14 19:22:52+00:00,"#كلنا_في_البيت_لاجل_السعوديه
اسبوعين فقط إما انتشار أو انحسار ..
علينا واجب وطني ديني المكوث بالمنزل واتباع تعليمات وزارة الصحة.. 
حفظ الله مملكتنا الحبيبة وشعبها فوق
كل أرض وتحت كل سماء 💚🇸🇦

 #الحجر_المنزلي 🇸🇦💚",P,جنوبي,1238908471380189200
2020-03-13 12:00:48+00:00,"حبايبي وعزوتي #انثبروا_ببيوتكم 

اخواني الوافدين #الزم_بيتك 

اخواني الشرطه #شكراً

اخواني وزارة الصحه #شكراً_أبطال_الصحة 

حكومتنا العزيزه 🤓 #ادهشونا

 #حظر_التجول",C,الكويت وبسس,1238434835867349000
2020-03-14 15:14:55+00:00,#مجير #حق #قانون #اعرف_حقك #قضاء #محاماة #محاماه #الرياض_الان #تعليق_الدراسة_عمان #لودو_ستار #باقي_المولات #لسلامتك_انثبر_بالبيت #تأجيل_الدراسه_في_مصر #عشان_الكويت_خلوكم_في_البيت #النصر_العالمي_كبير_اسيا #الحجر_المنزلي #انثبروا_ببيوتكم https://t.co/jzsbX2dtTD,S,المملكة العربية السعودية,1238846075013943300
2020-04-01 11:20:11+00:00,"معلومه مهمه ⬇️
#منع_التنقل_بين_المناطق #منع_التجول #كورونا_الجديد #كورونا #كلنا_مسؤول #خليك_في_البيت #الحجر_المنزلي #حظر_التجول https://t.co/RNlZJjIraq",S,,1245309982897328000
2020-03-14 19:31:44+00:00,"جنة الطلاب منازلهم 😁

الله يحفظ الجميع .. ويشافي المريض يا رب   #اجلس_بالبيت",C,سلطنة عمان,1238910706432516000
2020-03-23 08:48:38+00:00,"ارقام اللجنة التطوعية لاهالي #مدينه_صباح_الاحمد السكنية 
كالاتي :
خط ساخن ؛ 99441440
واتساب .....؛ 51135310
نحن في الخدمة لأي استفسار
او خدمة او شكوى او طوارئ
#الحجر_المنزلي #حظر_جزئي 
#وزارة_الداخلية #نبيها_صفر",S,,1242010356144377900
2020-03-29 15:52:00+00:00,"اللهم إني اسالك بإسمك الأعظم ووجهك الأكرم يامن تعيد للمريض  صحته يامن تستجيب دعاء المضطر إذا دعاك اللهم اشفي خالي شفاء لا يغادر سقما و ان تشفي كل مريض . 
 #اعزل_نفسك",T,,1244291222925193200
2020-03-14 13:21:08+00:00,"#المشاهير_مستهترين
 تتفقون معي ان #المشاهير_يساهمون_بانتشار_كورونا بقلة مسؤليتهم واستهتارهم

#لسلامتك_انثبر_بالبيت  #الحجر_المنزلي  #انثبروا_ببيوتكم  #الرياض_الان #باقي_المولات
#الرحلات_الداخليه #حفرالباطن_الان #المسابقات_الرياضين #خاطفة_الدمام #بيت_المجد #ايقاف_الدوري",S,,1238817441754611700
2020-03-14 18:39:12+00:00,"تتوفر لعبه #هوامير_الخليج مع الاكسترا كارد الاصدار الثالث الطبعه لثانيه 

تسليم فوري برياض
نشحن لجميع مناطق المملكة 

للطلب واتساب 0553891746

#الرياض_الان
#انثبروا_ببيوتكم
#كلنا_في_البيت_لاجل_السعوديه https://t.co/moC6qmOZpC",S,"الرياض, المملكة العربية السعود",1238897482685390800
2020-03-28 23:35:03+00:00,"يوميا فعاليات في سنابي حياكم لاتفوتكم ✌🏻

https://t.co/khBxvkG3P6

#اعزل_نفسك",S,المملكة العربية السعودية,1244045366921740300
2020-03-29 06:36:44+00:00,#اعزل_نفسك https://t.co/wlfIJxh36X,S,"ينبع, المملكة العربية السعودية",1244151487174852600
2020-04-10 16:14:24+00:00,"صورة للعاصمة #السعودية #الرياض من الأعلى ليلًا وقت #منع_التجول 

#الحرير_نيوز https://t.co/a9xpofgvdS",C,kuwait للتواصل  📱69045777,1248645516478611500
2020-03-29 00:27:53+00:00,#اعزل_نفسك https://t.co/EfKEndPwaJ,S,,1244058665252016000
2020-03-14 23:07:13+00:00,"فترة وتعدي إلتزموا بالقرارات 🇰🇼🌹

 #الكويتيون_يد_واحده_ضد_كورونا
#كورونا 
#انثبروا_ببيوتكم 
#زجران
#اغلاق_الصالونات
#اغلاق_المجمعات_التجارية https://t.co/sL0zzE8Giu",S,,1238964930788970500
2020-04-11 06:28:13+00:00,تستاهل كل خير بو طلال ما احد سهل علينا #الحجر_المنزلي_واجب_وطني إلا انت وماوسع صدورنا وعطانا دورة في البحث الجنائي والتحقيقات الا متابعينك😅😅😅😅😅ومجانيه بعد وعن بعد #مبروك_المليون_الحمراني,S,,1.24886E+18
2020-03-28 23:41:24+00:00,"يالله وما هذه الحيَاة إلا محطة سفر 
فاللهُم حُسن البقاء فيها والذِكر الطيَب.اللهم آمين

 #اعزل_نفسك",S,حفر الباطن,1244046966193041400
2020-03-14 17:46:40+00:00,"الماركة: PRADA
السعر:١٣٠   
الملحقات: ٢٥ 
للتواصل عن طريق الرقم الموجود بالبايو او الرابط المباشر 🔴 https://t.co/1lW5ReOIWu 🔴
 #كلنا_في_البيت_لاجل_السعوديه https://t.co/XQM5B4rXFi",S,Riyadh,1238884262528651300
2020-03-14 21:06:03+00:00,"اللهم احفظ بلادي واهلي واحبابي واحفظ جميع بلاد المسلمين...... اتمنى من الجميع الالتزام بإرشادات الحكومه والجلوس بالبيت فترة وتعدي باذن الله
#كلنا_في_البيت_لاجل_السعوديه",P,,1238934439910166500
2020-04-08 14:58:00+00:00,"التصرف الصحيح عند الشعور بأعراض فيروس #كورونا لا  سمح الله #اعزل_نفسك وكلم الصحة 937

#كلنا_مسؤول
#خليك_في_البيت
#الزم_بيتك https://t.co/DaEqGs78at",W,السعودية - الطائف,1247901513168502800
2020-03-14 16:01:35+00:00,"#انثبروا_ببيوتكم
إجازه وجلسه إجباريه بالبيت 🥺💔 https://t.co/6E3Pz0nctu",N,المملكة العربية السعودية,1238857820667289600
2020-03-29 13:29:22+00:00,"انا فكر اخر سنة😂

#تقديم_منع_التجول_بجده
 #اعزل_نفسك
 #حايل_الان
#كورونا https://t.co/vWcYoKdySl",S,,1244255330919481300
2020-03-26 20:49:38+00:00,البعض من مخالفي #منع_التجول https://t.co/eztY0IiDgr,W,المملكة العربية السعودية,1243278963180535800
2020-03-29 09:16:28+00:00,#اعزل_نفسك   بصي معي كدا شوفي عازل نفسي ازاي بالاوؤظه تبعي .,P,الشمــال,1244191685137047600
2020-03-14 16:07:19+00:00,"#انثبروا_ببيوتكم
نكبونا اللي جايين من ايران 🤦🏻‍♀️💔",T,,1238859260244693000
2020-03-14 17:46:18+00:00,لا تجامل الناس على حساب صحتك اللي يزعل منك بالطقاق يطق راسه بالطوفه .. حس بالمسؤولية شوي كلها فترة وتعدي .. #انثبروا_ببيوتكم,C,State of Kuwait,1238884172392996900
2020-03-14 17:12:23+00:00,#كلنا_في_البيت_لاجل_السعوديه #انثبروا_ببيوتكم Mood; https://t.co/CLbGELNEPz,S,كوكب زمردة♟🌗,1238875636938268700
2020-03-14 19:04:13+00:00,#كورونا #انثبروا_ببيوتكم #لسلامتك_انثبر_بالبيت #كلنا_في_البيت_لاجل_السعوديه #السعودية #الحجر_المنزلي https://t.co/nNPpQ3HK3d,S,المملكة العربية السعودية,1238903780030242800
2020-03-14 15:50:41+00:00,@oman8736 نتمنى ذلك، وليكن شعارنا #اجلس_بالبيت,C,Oman,1238855076657148000
2020-03-14 14:40:12+00:00,#انثبروا_ببيوتكم https://t.co/L2FN9hVUnG,S,بين ضلوعك💛✨,1238837338559713300
2020-03-15 03:04:21+00:00,#فعاليات_الحجر_المنزلي #انثبروا_ببيوتكم #كورونا #لودو_ستار #كوفيد_19 #ليش_داخل_التويتر #كورونا_مصر #قاعد_بالبيت #الكويتيون_يد_واحدة_ضد_كورونا #جالسين_بالبيت #ترامب # https://t.co/T5DpKwHXd2,S,,1239024610701607000
2020-03-14 17:11:46+00:00,#كلنا_في_البيت_لاجل_السعوديه                   بكره بيخلص هالكابوس ..وعلى أرض الوطن المحروس ... بدل الضوء بتضوي شموس..☁️ https://t.co/kKO81CObVQ,T,بين الغيوم,1238875482558476300
2020-04-04 12:19:51+00:00,"أولًا : تطبيق إجراءات احترازية صحية إضافية بعدد من الأحياء السكنية بمحافظة #جدة وذلك بعزل الأحياء التالية : ( كيلو 14 جنوب، کیلو 14 شمال، المحجر، غليل، القريات، کیلو ۱۳، بترومين)
#منع_التجول",W,جدة,1246412162400215000
2020-03-29 03:09:10+00:00,#اعزل_نفسك https://t.co/BhqTlWq8iL,S,"الرياض, المملكة العربية السعود",1244099252646809600
2020-03-14 18:10:27+00:00,ازبن في بيتك الله يحمينا يارب  #كلنا_في_البيت_لاجل_السعوديه https://t.co/1jNvDw39KJ,P,المملكة العربية السعودية,1238890250803515400
2020-03-14 19:43:16+00:00,خلوني قدوتكم اسبوع كامل ماطلعت من البيت👍🏻 #كلنا_في_البيت_لاجل_السعوديه,P,,1238913608551223300
2020-03-29 12:30:04+00:00,"#اعزل_نفسك
كل مايقول المصلي صل في بيتك
💔 https://t.co/3R2MqXaVlx",S,,1244240405195088000
2020-03-28 22:12:10+00:00,"#اعزل_نفسك
بس ينتهي موضوع الكورونا ان شاء الله ماراح ادخل البيت الا للضرورة القصوى .",T,,1244024510426349600
2020-04-05 03:52:06+00:00,"🔴ياوطن لا تخاف علينا
عشانك.. في بيوتنا بقينا
#كورونا_الجديد #السعودية #منع_التجول 
#كلنا_مسؤول https://t.co/YotBzkwn1a",P,المملكة العربية السعودية,1246646773331955700
2020-03-28 23:08:38+00:00,"#اعزل_نفسك

هذي الشوربة الي جابت خبر العالم https://t.co/ZZS96qCbf6",S,,1244038718819913700
2020-03-15 03:44:23+00:00,"واختر خليل قلبك بحكمة ...!! 
فليست كل القلوب بالقلوب تليق❤ 
#اجلس_بالبيت
#صباح_الخيرᅠ https://t.co/61o28bSNp3",S,,1239034682819457000
2020-04-10 13:44:12+00:00,"مصدر مسؤول بـ #وزارة_الداخلية: #منع_التجول والتنقل الكلي وعدم الخروج من المنازل في أحياء (الشريبات، بني ظفر، قربان، الجمعة، جزء من الإسكان، بني خدرة) بـ #المدينة_المنورة ابتداءً من اليوم الجمعة.
.
.
#إذاعة_ألف_ألف #خليك_في_البيت #كلنا_مسؤول https://t.co/4aFazGrvYW",W,Kingdom of Saudi Arabia,1248607717385580500
2020-03-28 23:13:18+00:00,"يكشف الفراغ أي نوع من الناس نحنُ🍃.
 #اعزل_نفسك https://t.co/rNGlp7zhIr",T,المملكة العربية السعودية,1244039892549677000
2020-04-06 21:39:50+00:00,"متحدث #وزارة_الصحة:
50% فقط من المواطنين تقيدوا بالبقاء في المنازل أو تقليل الحركة
التجمعات عند المحلات أو المتاجر كانت مقلقة، وقرار #منع_التجول الكامل في صالح المجتمع
إذا لم يلتزم الناس خلال الأشهر القادمة سوف يكون مئات الآلاف عرضة للإصابة.. وهذا ليس سيناريو خيالي! https://t.co/jJ0GazWVqK",W,محافظةالجموم شمال مكه المكرمه,1247277864073990100
2020-03-29 04:30:47+00:00,"#اعزل_نفسك

اعزلوني العمر كله بجانبها 💔 #الحجر_المنزلي https://t.co/ndPADI4gcS",S,Adult/NSFW account🔞,1244119792212213800
2020-04-02 00:07:49+00:00,"هالفلم العظيم للشخصية 
الاسطورية ونستون تشرشل
خلاصة الفلم تكمن هنا :
النجاح ليس نهاية والفشل ليس مميتاً
      فالشجاعة للمتابعة هي الاهم 

#منع_التجول #خليك_بالبيت https://t.co/0VGGBMzjoF",S,,1245503165958676500
